companyName,companyCode,averageSalesGrowthRate,averageOperatingProfitsRate
테크윙,089030,14.251602004989602,37.94193538005819
티에스이,131290,22.539741607674756,50.82135467024989
GST,083450,27.69461308044509,51.54830178743736
라온테크,232680,46.03174603174603,-191.66666666666669
에이팩트,200470,5.982905982905983,-20.73170731707317
램테크놀러지,171010,-1.3824884792626728,-42.22222222222222
마이크로컨텍솔,098120,14.244186046511627,183.33333333333331
한미반도체,042700,49.81698718706121,157.12858629346394
칩스앤미디어,094360,-4.3478260869565215,-33.33333333333333
아이텍,119830,-2.9787234042553195,16.666666666666664
씨앤지하이테크,264660,-7.453416149068323,-17.93103448275862
피델릭스,032580,4.821428571428572,640.0
지니틱스,303030,-26.41165755919854,-70.37037037037037
DB하이텍,000990,28.942018520739282,67.23362457978526
디아이,003160,48.21917808219178,-184.6153846153846
네패스,033640,-3.564412012349144,-105.84415584415585
유니셈,036200,20.16759776536313,34.166666666666664
에프에스티,036810,32.21957040572792,31.216931216931215
KX하이텍,052900,26.610169491525426,40.38461538461539
제이티,089790,21.48966766340817,35.54201808538388
에이디테크놀로지,200710,29.495128432240918,10.655737704918032
엔지스테크널러지,208860,428.57142857142856,-228.57142857142856
시스웍,269620,31.543624161073826,-85.71428571428571
저스템,417840,0,0
텔레칩스,054450,8.542411884001723,-108.55158047624508
한양디지텍,078350,134.8529411764706,-187.34177215189874
젬백스,082270,53.86416861826698,-116.66666666666667
ISC,095340,28.834037478302225,330.3718845917742
엘비루셈,376190,23.629935179728932,18.857142857142858
원익QnC,074600,47.67591297543251,69.38813027411261
마이크로프랜드,147760,38.96457765667575,-275.0
프로텍,053610,-51.890989988876534,-66.52173913043478
SFA반도체,036540,7.4438668177535305,31.86209953088787
타이거일렉,219130,24.216524216524217,293.3333333333333
메카로,241770,0.27586206896551724,-98.83720930232558
네패스아크,330860,42.93757012054734,48.738976985355656
주성엔지니어링,036930,59.28257431188262,-227.8475405772928
HPSP,403870,88.31919959956832,112.2449101210163
오션브릿지,241790,20.844327176781004,20.3125
신성이엔지,011930,13.73160263478758,377.4724724724725
유진테크,084370,18.59562801915027,68.6241526350159
오픈엣지테크놀로지,394280,0,0
아이앤씨,052860,-49.780701754385966,-230.2325581395349
비씨엔씨,146320,33.64450967117575,119.7823211410168
네오셈,253590,0,0
테크엘,064520,-41.77215189873418,-60.13513513513513
하나마이크론,067310,8.289843436370935,12.582781456953644
와이아이케이,232140,243.8,-310.1694915254237
원익홀딩스,030530,43.30079858030169,40.74675324675325
에이티세미콘,089530,1.092896174863388,-491.6666666666667
지오엘리먼트,311320,0,0
SK하이닉스,000660,19.262900815564446,64.15168441253492
네온테크,306620,36.71328671328671,-6.666666666666667
엑사이엔씨,054940,-5.180089032780251,-66.66666666666666
케이엔더블유,105330,-70.0,129.41176470588235
덕산하이메탈,077360,53.56350214412688,8.282520325203253
엘비세미콘,061970,11.30192477176356,12.730554319339367
동운아나텍,094170,0.7679882234448868,-351.17576424676037
KEC,092220,11.286340789054265,-445.306847923747
피에스케이홀딩스,031980,34.91525423728813,-134.24657534246575
티씨케이,064760,23.657375818089907,30.431631752310853
리노공업,058470,25.592472287576545,32.233446832482535
동진쎄미켐,005290,16.056342743301688,18.317453636617277
제우스,079370,16.063343174547352,41.58833134736749
한솔아이원스,114810,19.623875715453803,-552.3809523809524
솔브레인,357780,0,0
넥스틴,348210,181.5405287994192,-306.85339347997774
티엘엔지니어링,413300,0,0
코세스,089890,-2.7439024390243905,23.376623376623375
월덱스,101160,28.53192148273853,30.207773377713906
코미코,183300,18.82852134672157,25.73349417930338
원익IPS,240810,18.955569814102574,72.23268982654336
피에스케이,319660,48.56753788990045,100.23584916298337
하나머티리얼즈,166090,25.744334443822734,32.647385469861696
뉴파워프라즈마,144960,80.73089700996677,191.89189189189187
매커스,093520,49.59683291889076,85.4132070724399
두산테스나,131970,40.306572952479605,39.52854198240539
큐알티,405100,0,0
오로스테크놀로지,322310,-34.94423791821561,-81.63265306122449
어반리튬,073570,5.394190871369295,-44.44444444444444
에스앤에스텍,101490,3.4319526627218933,-0.9009009009009009
티이엠씨,425040,128.57310128006228,176.20423752313516
