companyName,companyCode,companyDate,postsPerDay,volumePerDay
모비릭스,348030,2022.10.28,0.11,0.1
모비릭스,348030,2022.10.27,0.2,0.23
모비릭스,348030,2022.10.26,1.0,1.0
모비릭스,348030,2022.10.25,0.04,0.01
모비릭스,348030,2022.10.24,0.0,0.0
모비릭스,348030,2022.10.21,0.02,0.0
모비릭스,348030,2022.10.20,0.02,0.0
모비릭스,348030,2022.10.19,0.02,0.01
모비릭스,348030,2022.10.18,0.01,0.01
모비릭스,348030,2022.10.17,0.0,0.01
모비릭스,348030,2022.10.14,0.01,0.02
모비릭스,348030,2022.10.13,0.08,0.03
모비릭스,348030,2022.10.12,0.05,0.01
모비릭스,348030,2022.10.11,0.09,0.02
모비릭스,348030,2022.10.07,0.05,0.02
모비릭스,348030,2022.10.06,0.03,0.02
모비릭스,348030,2022.10.05,0.05,0.01
모비릭스,348030,2022.10.04,0.04,0.01
모비릭스,348030,2022.09.30,0.1,0.01
모비릭스,348030,2022.09.29,0.08,0.02
모비릭스,348030,2022.09.28,0.18,0.04
모비릭스,348030,2022.09.27,0.06,0.02
모비릭스,348030,2022.09.26,0.07,0.03
모비릭스,348030,2022.09.23,0.05,0.01
모비릭스,348030,2022.09.22,0.04,0.02
모비릭스,348030,2022.09.21,0.02,0.02
모비릭스,348030,2022.09.20,0.08,0.01
모비릭스,348030,2022.09.19,0.07,0.02
모비릭스,348030,2022.09.16,0.12,0.03
모비릭스,348030,2022.09.15,0.03,0.01
모비릭스,348030,2022.09.14,0.12,0.01
모비릭스,348030,2022.09.13,0.11,0.01
모비릭스,348030,2022.09.08,0.1,0.02
모비릭스,348030,2022.09.07,0.18,0.02
모비릭스,348030,2022.09.06,0.02,0.01
모비릭스,348030,2022.09.05,0.21,0.02
모비릭스,348030,2022.09.02,0.17,0.03
모비릭스,348030,2022.09.01,0.29,0.05
모비릭스,348030,2022.08.31,0.17,0.01
모비릭스,348030,2022.08.30,0.1,0.02
모비릭스,348030,2022.08.29,0.13,0.04
모비릭스,348030,2022.08.26,0.19,0.06
모비릭스,348030,2022.08.25,0.13,0.03
모비릭스,348030,2022.08.24,0.11,0.03
모비릭스,348030,2022.08.23,0.18,0.1
모비릭스,348030,2022.08.22,0.2,0.04
모비릭스,348030,2022.08.19,0.42,0.05
모비릭스,348030,2022.08.18,0.24,0.06
모비릭스,348030,2022.08.17,0.23,0.08
모비릭스,348030,2022.08.16,0.2,0.07
모비릭스,348030,2022.08.12,0.19,0.08
모비릭스,348030,2022.08.11,0.25,0.13
모비릭스,348030,2022.08.10,0.31,0.31
모비릭스,348030,2022.08.09,0.44,0.65
